50,87
100,250
30,7
10,0
110,314
200,1838
130,524
150,776
170,1126
70,82
50,93
100,251
30,7
10,0
110,337
200,1861
130,519
150,803
170,1145
70,82
50,82
100,254
150,777
200,1887
250,3479
300,5994
350,9475
400,14097
450,20130
